a11,a12,a21,a22,b11,b12,b21,b22,c11,c12,c21,c22
-1,19,-19,10,-5,19,14,15,271,266,235,-211
2,4,-18,6,8,-11,-4,17,0,46,-168,300
4,8,-7,6,10,16,-13,-6,-64,16,-148,-148
17,16,0,-8,2,-8,17,2,306,-104,-136,-16
4,-5,20,18,4,-20,-5,0,41,-80,-10,-400
0,-20,-14,-2,-20,12,16,2,-320,-40,248,-172
4,-2,-17,12,-5,1,-6,-2,-8,8,13,-41
-2,-13,-10,6,13,-9,19,7,-273,-73,-16,132
1,1,-9,13,-8,-13,-4,12,-12,-1,20,273
9,0,0,20,-17,19,-13,9,-153,171,-260,180
17,18,-15,20,6,-20,-19,-6,-240,-448,-470,180
-14,0,-1,-16,-20,9,5,-17,280,-126,-60,263
2,4,-20,18,-13,-7,4,-7,-10,-42,332,14
-13,-12,11,19,-13,9,5,-7,109,-33,-48,-34
6,-9,-5,3,-20,-12,-17,-7,33,-9,49,39
-19,10,-13,-15,-11,-20,14,19,349,570,-67,-25
-2,-3,-15,16,-7,7,4,3,2,-23,169,-57
-5,-16,-9,-15,-19,-20,-1,0,111,100,186,180
-15,4,-11,12,18,1,5,20,-250,65,-138,229
-18,16,9,12,15,-3,-4,12,-334,246,87,117
-7,0,-9,-9,2,15,-19,8,-14,-105,153,-207
17,1,-2,14,4,-7,5,3,73,-116,62,56
6,13,-8,-6,-3,8,5,-17,47,-173,-6,38
20,0,-19,8,7,-8,15,6,140,-160,-13,200
7,-3,-18,2,7,-2,0,-10,49,16,-126,16
13,13,-20,14,-7,14,14,-14,91,0,336,-476
5,-7,-19,8,-10,0,-17,1,69,-7,54,8
-8,-16,-9,14,3,-15,-19,0,280,120,-293,135
-9,2,-3,4,16,15,-18,-18,-180,-171,-120,-117
13,19,7,-19,-14,-4,12,16,46,252,-326,-332
12,5,15,12,-17,-18,11,1,-149,-211,-123,-258
-1,0,-13,1,9,-19,-2,-15,-9,19,-119,232
-8,19,-6,8,-10,10,11,-1,289,-99,148,-68
20,-9,0,10,-12,12,-5,5,-195,195,-50,50
19,16,0,0,-20,18,18,-7,-92,230,0,0
10,-11,-2,15,17,-9,-5,16,225,-266,-109,258
-10,13,-4,11,4,-19,-6,1,-118,203,-82,87
19,6,-3,20,-11,-18,-12,-9,-281,-396,-207,-126
13,11,8,17,14,-14,4,-20,226,-402,180,-452
8,-12,-8,20,4,9,-18,20,248,-168,-392,328
3,-14,-5,13,-10,-2,10,-16,-170,218,180,-198
1,-15,-5,16,11,-9,2,-3,-19,36,-23,-3
-3,-1,-3,11,-17,-13,6,1,45,38,117,50
6,-3,20,-6,-3,9,-4,19,-6,-3,-36,66
12,-8,-10,9,-6,20,20,-16,-232,368,240,-344
2,16,-6,-4,-2,-10,8,-11,124,-196,-20,104
19,11,-14,-9,-17,6,-17,12,-510,246,391,-192
17,-2,1,10,-8,-19,-12,1,-112,-325,-128,-9
-14,18,10,2,-10,-6,7,-3,266,30,-86,-66
-11,-15,-11,-8,-14,13,19,-20,-131,157,2,17
-14,9,18,5,-19,12,-5,-6,221,-222,-367,186
14,3,-10,1,10,0,18,5,194,15,-82,5
14,3,0,1,1,-19,13,-3,53,-275,13,-3
-11,6,1,18,-9,-9,16,-20,195,-21,279,-369
-6,-9,-17,-4,-6,-16,-12,1,144,87,150,268
17,-8,-18,-15,5,13,19,-20,-67,381,-375,66
20,-6,-17,11,9,17,-9,9,234,286,-252,-190
-19,0,-9,0,5,-20,7,-16,-95,380,-45,180
-5,8,-7,-10,-12,20,-11,-16,-28,-228,194,20
20,-1,0,7,-18,12,-13,-16,-347,256,-91,-112
9,16,8,6,-4,17,8,9,92,297,16,190
20,-1,9,11,-5,4,9,-15,-109,95,54,-129
-1,14,-18,9,0,-6,-13,-3,-182,-36,-117,81
-3,-15,-13,16,1,-20,-14,0,207,60,-237,260
-17,20,-17,-3,-16,8,-7,-14,132,-416,293,-94
-6,16,-10,9,0,1,-17,-12,-272,-198,-153,-118
-5,13,-19,16,-15,11,8,7,179,36,413,-97
5,-12,-6,5,11,-16,17,-15,-149,100,19,21
8,-18,5,-6,12,4,16,-20,-192,392,-36,140
-20,-15,-17,5,-4,6,7,-3,-25,-75,103,-117
17,-8,-13,17,7,-17,-3,20,143,-449,-142,561
13,11,-19,-6,5,-15,-10,-9,-45,-294,-35,339
-5,5,17,2,-9,-13,-13,-2,-20,55,-179,-225
13,-20,-17,12,2,1,-17,15,366,-287,-238,163
13,17,2,-14,16,-13,20,-13,548,-390,-248,156
-4,20,-6,-1,-8,2,-10,5,-168,92,58,-17
-11,6,16,-2,7,-5,-2,-15,-89,-35,116,-50
3,4,4,-20,-9,18,5,-18,-7,-18,-136,432
-13,9,14,-9,4,15,-17,2,-205,-177,209,192
-11,-5,4,15,5,-15,19,-6,-150,195,305,-150
13,-10,-17,0,-14,17,-12,17,-62,51,238,-289
9,2,-12,-17,0,-15,-16,8,-32,-119,272,44
0,-6,18,-9,-10,-16,8,17,-48,-102,-252,-441
14,-12,12,-19,-15,13,14,19,-378,-46,-446,-205
3,-5,1,18,6,16,14,-5,-52,73,258,-74
-6,18,5,-4,-16,-10,-19,4,-246,132,-4,-66
20,-11,-13,-5,-1,13,13,-4,-163,304,-52,-149
-9,-20,-2,13,17,-10,20,7,-553,-50,226,111
5,2,18,-1,-14,19,-16,8,-102,111,-236,334
-19,3,-2,-12,4,6,7,9,-55,-87,-92,-120
-15,18,16,11,-1,5,-10,-10,-165,-255,-126,-30
15,-16,-1,-9,13,1,-10,13,355,-193,77,-118
-13,8,-6,-5,-13,6,11,10,257,2,23,-86
0,-17,15,-20,-7,6,-8,18,136,-306,55,-270
14,9,1,-12,-8,20,2,-10,-94,190,-32,140
-4,-19,-9,-19,-10,-14,-20,4,420,-20,470,50
1,15,-20,-9,16,19,18,1,286,34,-482,-389
5,8,-20,-2,-12,0,1,-13,-52,-104,238,26
-8,0,20,-3,-6,-4,-8,-5,48,32,-96,-65
8,-5,13,19,17,14,-11,11,191,57,12,391
-4,0,16,10,-6,-8,5,-18,24,32,-46,-308
-19,-4,12,-13,-13,1,7,8,219,-51,-247,-92
11,10,3,20,-9,-20,-1,-19,-109,-410,-47,-440
2,7,-19,-1,10,-4,-5,0,-15,-8,-185,76
20,-16,11,-20,-14,7,1,-1,-296,156,-174,97
6,1,-16,-8,-3,-17,-9,-11,-27,-113,120,360
3,-1,0,17,-19,12,-15,-11,-42,47,-255,-187
-10,-10,-11,-9,0,5,8,4,-80,-90,-72,-91
1,9,-6,2,5,-10,19,20,176,170,8,100
8,7,-1,10,-20,12,4,-1,-132,89,60,-22
12,-19,-17,18,6,8,7,-15,-61,381,24,-406
-1,15,6,-19,9,14,14,-2,201,-44,-212,122
4,-11,1,-6,0,0,-8,-14,88,154,48,84
5,7,10,-9,-20,-17,6,-12,-58,-169,-254,-62
2,-19,11,16,6,-15,-13,-2,259,8,-142,-197
20,12,-5,14,4,11,-12,18,-64,436,-188,197
-11,-8,6,-13,7,19,-2,-17,-61,-73,68,335
7,-20,-3,12,6,9,-10,1,242,43,-138,-15
0,16,-4,-16,9,4,16,-13,256,-208,-292,192
-1,18,-2,-19,6,-5,14,-5,246,-85,-278,105
-4,-11,-13,0,-8,-2,4,10,-12,-102,104,26
4,-4,14,-1,-19,8,-10,-9,-36,68,-256,121
-7,6,6,-8,-12,19,11,14,150,-49,-160,2
-16,-12,20,9,2,-11,6,8,-104,80,94,-148
20,15,-13,-12,-17,11,-14,17,-550,475,389,-347
-19,16,-18,7,-5,13,9,3,239,-199,153,-213
14,-5,-7,-17,3,11,-11,5,97,129,166,-162
7,-20,17,18,3,3,4,20,-59,-379,123,411
-13,16,-8,19,13,-2,4,-1,-105,10,-28,-3
-5,-13,5,13,17,4,11,-13,-228,149,228,-149
2,-11,12,-7,-6,-18,-9,-8,87,52,-9,-160
7,17,-8,10,-1,1,7,-6,112,-95,78,-68
9,13,-3,18,-11,-9,-14,-4,-281,-133,-219,-45
1,-14,-10,16,14,-13,-1,-17,28,225,-156,-142
1,-7,15,9,-9,-1,7,-13,-58,90,-72,-132
10,-18,8,14,6,17,14,-14,-192,422,244,-60
-2,9,-3,1,-18,20,-11,14,-63,86,43,-46
16,12,-15,12,2,14,19,-4,260,176,198,-258
-8,-17,-18,2,-8,-16,-7,4,183,60,130,296
20,17,-17,2,8,-6,-10,-4,-10,-188,-156,94
10,20,11,2,6,18,6,9,180,360,78,216
2,17,-15,-8,17,17,0,-10,34,-136,-255,-175
-20,-5,12,-6,-13,-11,-8,-18,300,310,-108,-24
17,5,-19,19,12,-16,20,-16,304,-352,152,0
13,-20,-12,17,14,10,-2,-17,222,470,-202,-409
-18,1,7,-20,-2,-12,5,-9,41,207,-114,96
-2,17,-2,-11,17,-17,8,-20,102,-306,-122,254
18,-20,19,13,-9,3,-12,16,78,-266,-327,265
18,-17,10,0,17,-3,-4,-5,374,31,170,-30
-3,-1,-3,-19,-5,-3,-10,15,25,-6,205,-276
12,14,1,1,20,12,10,-19,380,-122,30,-7
20,-8,13,8,-20,17,3,18,-424,196,-236,365
-8,6,-17,0,-15,2,1,2,126,-4,255,-34
-12,3,20,-20,12,2,-6,-16,-162,-72,360,360
11,5,20,2,-5,17,1,8,-50,227,-98,356
14,2,14,8,8,13,13,-16,138,150,216,54
-11,0,12,6,9,17,-19,-18,-99,-187,-6,96
9,9,-6,-14,-8,-8,17,4,81,-36,-190,-8
-19,6,8,1,-10,18,13,3,268,-324,-67,147
-1,-17,0,3,-4,1,6,-13,-98,220,18,-39
-17,19,11,-6,9,11,18,-7,189,-320,-9,163
-2,8,15,13,12,16,6,13,24,72,258,409
-8,-7,19,1,-20,4,18,-3,34,-11,-362,73
7,-3,-17,-13,-10,12,-12,-16,-34,132,326,4
18,7,-20,11,-19,9,-19,3,-475,183,171,-147
20,-6,-1,-11,-2,-19,-6,-9,-4,-326,68,118
10,17,6,-1,4,18,-11,11,-147,367,35,97
-20,8,6,5,16,-6,-6,2,-368,136,66,-26
7,9,-12,-6,7,-14,-20,-10,-131,-188,36,228
-9,1,20,-14,7,-12,9,8,-54,116,14,-352
-8,-17,5,19,11,7,3,12,-139,-260,112,263
-10,-9,13,-1,12,14,-3,16,-93,-284,159,166
-20,-10,9,9,18,3,-5,1,-310,-70,117,36
-17,9,15,-19,-19,1,9,-10,404,-107,-456,205
-4,-19,18,11,-6,13,-12,13,252,-299,-240,377
-4,-20,-14,-14,7,12,4,12,-108,-288,-154,-336
1,-13,2,10,-14,-4,10,6,-144,-82,72,52
-14,3,17,20,13,13,-15,4,-227,-170,-79,301
-6,7,-5,-12,-20,11,20,-16,260,-178,-140,137
18,6,-9,1,10,-5,-15,-14,90,-174,-105,31
1,9,1,-16,-7,1,18,-15,155,-134,-295,241
5,3,8,-16,18,-8,-2,-7,84,-61,176,48
-4,6,-8,-8,10,-4,-14,-16,-124,-80,32,160
-3,9,-16,-2,-8,-20,2,7,42,123,124,306
12,12,8,-7,-13,12,-17,-13,-360,-12,15,187
-8,2,-14,-9,-18,-6,17,5,178,58,99,39
-16,13,-6,13,-11,-8,-10,12,46,284,-64,204
9,-12,5,8,-1,11,-12,-16,135,291,-101,-73
10,10,-7,9,-15,-13,14,1,-10,-120,231,100
3,-20,18,6,-4,-10,19,15,-392,-330,42,-90
9,14,8,1,14,-7,13,3,308,-21,125,-53
1,15,-17,19,14,-11,0,-11,14,-176,-238,-22
-19,-12,17,-16,-7,-15,-3,-4,169,333,-71,-191
2,-8,-13,-4,6,-4,16,-7,-116,48,-142,80
10,-15,8,-20,1,-14,13,18,-185,-410,-252,-472
-8,-8,-4,0,14,-12,15,1,-232,88,-56,48
-3,16,5,-3,-1,2,17,19,275,298,-56,-47
14,-14,-19,-10,6,-9,6,-12,0,42,-174,291
-11,-2,-20,11,-18,-12,14,-18,170,168,514,42
0,-4,10,1,7,-2,12,13,-48,-52,82,-7
12,-6,-6,-13,4,-15,-12,5,120,-210,132,25
-14,9,-18,-15,-9,-4,-19,19,-45,227,447,-213
18,8,-4,10,2,-3,-5,14,-4,58,-58,152
-19,-9,-1,7,-14,-8,16,-1,122,161,126,1
-11,-1,1,-3,13,0,-5,4,-138,-4,28,-12
-11,3,-2,-12,-2,-1,-12,5,-14,26,148,-58
-12,3,-3,16,-16,-15,8,-4,216,168,176,-19
-9,-5,0,4,-1,19,8,-14,-31,-101,32,-56
9,-18,-6,-18,-6,13,6,-17,-162,423,-72,228
8,16,5,2,-2,2,-6,-6,-112,-80,-22,-2
1,1,-2,15,-2,12,5,12,3,24,79,156
-14,17,-20,-20,-20,-17,16,13,552,459,80,80
-16,12,11,17,-2,-20,-13,18,-124,536,-243,86
-9,18,20,12,-11,6,5,-15,189,-324,-160,-60
-13,9,-12,-16,-8,10,-7,7,41,-67,208,-232
8,-10,11,2,-16,-14,4,-5,-168,-62,-168,-164
-16,16,2,-2,-13,-12,-16,18,-48,480,6,-60
-19,-3,-13,-5,0,-11,-2,-12,6,245,10,203
-8,9,7,19,6,14,-17,15,-201,23,-281,383
18,-8,-13,-11,-8,-14,8,-16,-208,-124,16,358
-4,-16,3,13,-11,-4,-4,-1,108,32,-85,-25
-13,7,10,-4,2,8,10,0,44,-104,-20,80
-10,12,-4,19,3,-5,8,18,66,266,140,362
1,-8,8,-15,-4,-13,10,-5,-84,27,-182,-29
11,-2,11,-2,4,2,12,-9,20,40,20,40
-17,4,-16,-18,0,9,12,2,48,-145,-216,-180
10,0,6,9,14,10,4,18,140,100,120,222
-14,-19,19,20,-7,-8,8,-1,-54,131,27,-172
13,17,-5,18,-9,4,16,4,155,120,333,52
9,0,3,-15,17,3,7,16,153,27,-54,-231
14,-16,-1,-14,-3,-3,-18,14,246,-266,255,-193
1,12,0,8,-3,1,-14,10,-171,121,-112,80
-5,-4,-3,4,12,-1,-7,8,-32,-27,-64,35
17,-14,-20,-11,7,0,5,3,49,-42,-195,-33
-16,-9,12,-1,7,-18,-19,-14,59,414,103,-202
-7,-14,-19,16,16,20,6,19,-196,-406,-208,-76
3,11,17,-15,12,-2,-4,-6,-8,-72,264,56
13,13,-9,12,13,12,10,-14,299,-26,3,-276
-14,-1,-10,-7,-2,20,-15,-6,43,-274,125,-158
7,0,7,-12,20,9,4,-17,140,63,92,267
-2,-16,16,19,1,16,14,14,-226,-256,282,522
9,-16,17,20,-18,-17,-13,-18,46,135,-566,-649
6,11,-15,-5,4,-13,5,-8,79,-166,-85,235
-7,2,19,19,-14,-17,-5,-1,88,117,-361,-342
-3,-20,-14,1,-16,14,-2,-3,88,18,222,-199
3,3,-19,-3,-2,-3,15,19,39,48,-7,0
-14,2,-19,1,-9,16,-12,19,102,-186,159,-285
13,-15,15,3,13,-3,7,-12,64,141,216,-81
19,7,-9,18,-15,13,-13,9,-376,310,-99,45
3,14,0,-13,-10,-6,-20,8,-310,94,260,-104
-15,16,-3,-18,-1,-7,-15,15,-225,345,273,-249
-10,-11,7,-13,5,-9,-6,8,16,2,113,-167
-9,-6,-13,0,20,-7,-11,-14,-114,147,-260,91
16,20,-14,15,-5,-11,-6,3,-200,-116,-20,199
-4,1,6,8,-16,14,12,11,76,-45,0,172
20,20,-17,17,-14,16,1,-20,-260,-80,255,-612
7,17,-16,-19,-5,-16,17,-12,254,-316,-243,484
-3,8,-9,-5,6,3,-1,-16,-26,-137,-49,53
-15,-10,8,12,-9,-10,11,-19,25,340,60,-308
1,16,5,18,19,20,-10,9,-141,164,-85,262
18,-2,18,-1,14,-12,-1,12,254,-240,253,-228
-12,13,-13,13,-12,9,0,4,144,-56,156,-65
-8,-17,12,-13,-16,5,-18,-20,434,300,42,320
10,10,3,-19,10,1,14,-14,240,-130,-236,269
-2,13,9,-1,-2,4,-6,-14,-74,-190,-12,50
19,2,-1,-8,13,-1,-15,8,217,-3,107,-63
-2,7,3,-18,19,-20,-3,13,-59,131,111,-294
-14,-18,4,-5,16,-10,12,-3,-440,194,4,-25
11,-8,-20,18,-2,-10,8,13,-86,-214,184,434
-12,3,-20,15,1,3,11,16,21,12,145,180
-10,9,-4,12,7,-4,9,13,11,157,80,172
13,18,7,-6,-20,-18,20,-11,100,-432,-260,-60
4,14,-11,-7,-7,-2,-9,-16,-154,-232,140,134
19,17,-14,5,0,-11,-5,10,-85,-39,-25,204
-3,17,18,-2,11,-6,-4,1,-101,35,206,-110
7,-14,-15,-4,-6,-6,-20,12,238,-210,170,42
5,17,-3,-19,-4,-6,-8,5,-156,55,164,-77
-6,11,-20,6,10,1,13,10,83,104,-122,40
-10,1,-1,3,15,4,-14,2,-164,-38,-57,2
-16,-12,10,8,12,-12,14,7,-360,108,232,-64
2,11,-4,3,1,-15,16,1,178,-19,44,63
-9,-9,-9,-19,-8,6,19,-5,-99,-9,-289,41
18,8,10,17,-15,0,5,-5,-230,-40,-65,-85
-18,-5,14,-15,19,-16,-3,-5,-327,313,311,-149
4,16,-12,17,5,9,8,-17,148,-236,76,-397
-12,-7,-12,9,19,-9,9,8,-291,52,-147,180
6,-12,-9,-7,-7,3,15,-15,-222,198,-42,78
2,0,-7,9,7,-20,10,-11,14,-40,41,41
10,-4,-9,9,13,-13,-3,2,142,-138,-144,135
19,5,-15,15,0,2,-8,17,-40,123,-120,225
-11,-16,5,20,1,-10,9,12,-155,-82,185,190
1,4,3,-7,17,17,13,-10,69,-23,-40,121
-4,-7,0,-6,-5,17,15,14,-85,-166,-90,-84
-16,-17,14,-2,0,18,7,-1,-119,-271,-14,254
7,8,-8,-15,-13,-4,19,19,61,124,-181,-253
15,10,14,13,9,7,-7,-10,65,5,35,-32
15,5,10,5,8,20,-14,-18,50,210,10,110
-5,1,1,20,-16,-20,-19,5,61,105,-396,80
-14,-10,4,0,-8,15,-7,17,182,-380,-32,60
6,-6,-17,2,-9,-12,-18,-10,54,-12,117,184
11,15,20,5,-4,4,15,-5,181,-31,-5,55
6,-8,-17,-9,-10,6,-13,-15,44,156,287,33
-1,13,-16,17,18,16,3,6,21,62,-237,-154
9,16,6,11,5,-7,-16,7,-211,49,-146,35
8,-8,-2,19,4,-3,12,-9,-64,48,220,-165
-4,11,-13,-17,-2,-14,-3,-3,-25,23,77,233
-7,12,17,-13,-7,-14,-18,-13,-167,-58,115,-69
-6,-2,19,20,1,-18,5,8,-16,92,119,-182
-15,-6,-2,8,-17,14,8,18,207,-318,98,116
-17,13,9,-20,17,-14,11,-4,-146,186,-67,-46
5,9,20,8,-4,9,-14,-2,-146,27,-192,164
15,-19,14,-20,-12,-9,-19,1,181,-154,212,-146
-6,2,-15,6,19,-10,-6,-16,-126,28,-321,54
-8,6,13,-3,14,17,-10,17,-172,-34,212,170
-1,18,-16,17,16,-15,-16,18,-304,339,-528,546
-19,19,-10,-19,-14,-10,0,-12,266,-38,140,328
-19,1,-12,6,-18,-5,6,2,348,97,252,72
-2,-4,12,13,-5,11,-8,17,42,-90,-164,353
11,10,-4,-3,-2,-19,-6,-10,-82,-309,26,106
1,13,12,-8,-6,-19,8,-16,98,-227,-136,-100
20,-4,19,4,2,1,16,13,-24,-32,102,71
-5,20,0,7,-20,-18,7,15,240,390,49,105
9,16,18,-17,-2,12,-4,12,-82,300,32,12
-7,18,-5,12,-18,14,16,-5,414,-188,282,-130
-13,12,7,-7,16,10,11,-18,-76,-346,35,196
-5,16,-18,4,14,-12,-15,4,-310,124,-312,232
-11,16,-20,-3,2,-5,-19,5,-326,135,17,85
10,-7,-12,-12,6,-6,20,-15,-80,45,-312,252
7,-19,-3,10,17,1,-11,1,328,-12,-161,7
-14,18,15,7,7,19,-14,-2,-350,-302,7,271
-3,-7,-16,-16,-17,6,-9,-11,114,59,416,80
9,-11,13,-7,-11,-19,-9,17,0,-358,-80,-366
-6,-16,19,-6,-13,1,8,20,-50,-326,-295,-101
0,-15,-17,-3,-17,16,11,5,-165,-75,256,-287
12,-10,2,-4,7,5,3,17,54,-110,2,-58
15,-4,-12,4,-10,-17,-18,20,-78,-335,48,284
-5,10,-13,-5,-19,-8,13,-4,225,0,182,124
14,-11,20,3,-10,14,1,-13,-151,339,-197,241
15,14,-13,-20,-5,2,-3,15,-117,240,125,-326
-5,5,-3,9,14,16,-7,2,-105,-70,-105,-30
20,8,4,-13,-2,-12,15,-3,80,-264,-203,-9
-10,12,-18,5,2,14,0,-16,-20,-332,-36,-332
19,-12,-20,-6,-16,7,18,18,-520,-83,212,-248
-4,14,-8,1,-1,-11,-15,-6,-206,-40,-7,82
-13,-4,-7,-18,18,-6,18,5,-306,58,-450,-48
-10,-5,-8,10,9,12,-8,6,-50,-150,-152,-36
-20,-8,-18,-4,2,-15,1,1,-48,292,-40,266
8,2,-5,8,-1,-17,17,14,26,-108,141,197
-5,-18,-4,-6,20,17,-19,-2,242,-49,34,-56
4,-14,18,-9,-3,-7,-4,-17,44,210,-18,27
-15,3,2,-11,2,-13,-14,13,-72,234,158,-169
-20,9,10,-1,14,9,17,-7,-127,-243,123,97
6,13,2,-6,-16,-5,-16,-1,-304,-43,64,-4
-1,-19,10,4,-6,-14,3,-10,-51,204,-48,-180
8,2,1,-6,15,19,12,19,144,190,-57,-95
-18,-2,-10,-12,-12,-6,15,-19,186,146,-60,288
16,-10,-10,3,-14,16,-17,8,-54,176,89,-136
-4,-8,-6,-7,-15,10,8,7,-4,-96,34,-109
14,-11,-20,-6,8,-9,-13,-10,255,-16,-82,240
-17,-4,4,0,-15,11,12,4,207,-203,-60,44
12,-19,-14,15,-12,-14,0,3,-144,-225,168,241
9,-16,-5,-13,13,3,-5,-8,197,155,0,89
9,17,-5,3,-9,-1,8,19,55,314,69,62
16,4,-14,20,19,2,-2,9,296,68,-306,152
-16,-6,-11,-11,15,-6,1,-7,-246,138,-176,143
16,15,-6,-10,-1,4,19,-14,269,-146,-184,116
17,15,-1,6,-2,-14,12,-13,146,-433,74,-64
-16,-7,-4,4,17,15,-16,-1,-160,-233,-132,-64
6,15,4,10,15,-13,-6,-12,0,-258,0,-172
-17,-2,10,5,13,-19,19,-19,-259,361,225,-285
18,-2,-19,-19,0,3,-14,0,28,54,266,-57
-4,-15,8,-13,20,7,19,8,-365,-148,-87,-48
-1,2,10,1,-19,-16,-6,1,7,18,-196,-159
12,16,-4,8,-5,6,-11,-1,-236,56,-68,-32
-8,-15,-12,-1,-2,15,10,-5,-134,-45,14,-175
-3,12,-6,7,-2,19,10,-11,126,-189,82,-191
-2,8,-19,-6,-11,-16,6,20,70,192,173,184
9,18,-19,19,5,-17,-6,-8,-63,-297,-209,171
14,-3,-6,-12,-20,14,-2,13,-274,157,144,-240
0,1,-2,9,12,7,-5,-20,-5,-20,-69,-194
7,10,-13,13,-14,13,-14,11,-238,201,0,-26
-6,2,-7,4,-9,-9,-19,-12,16,30,-13,15
10,-15,-12,20,-4,-16,11,-12,-205,20,268,-48
18,9,-16,11,20,20,9,8,441,432,-221,-232
18,8,-18,-4,-7,-9,-8,11,-190,-74,158,118
-4,19,3,-16,-8,6,13,15,279,261,-232,-222
-5,-3,-14,19,11,10,14,-20,-97,10,112,-520
-3,5,-6,-5,15,-11,10,-15,5,-42,-140,141
-1,14,-20,-5,13,13,0,3,-13,29,-260,-275
-5,12,-4,-3,-7,-8,5,-14,95,-128,13,74
10,2,-18,13,17,11,16,-2,202,106,-98,-224
7,-12,0,-14,6,19,-5,5,102,73,70,-70
1,-5,8,11,3,-20,13,11,-62,-75,167,-39
-5,-5,5,20,-7,-4,-14,-17,105,105,-315,-360
6,2,8,16,7,9,-15,-9,12,36,-184,-72
10,-8,4,-18,3,-17,-19,3,182,-194,354,-122
12,12,17,-13,-5,19,-10,9,-180,336,45,206
-18,-14,5,12,3,6,0,-15,-54,102,15,-150
-6,-3,18,-15,-15,2,-15,-16,135,36,-45,276
14,-5,7,12,-3,16,-13,-10,23,274,-177,-8
16,-17,11,-10,8,14,-14,-12,366,428,228,274
-11,-18,-3,19,-1,-8,19,-11,-331,286,364,-185
-3,4,19,-18,-16,-6,-9,6,12,42,-142,-222
2,-9,11,-9,0,0,17,-14,-153,126,-153,126
9,-12,8,-7,-12,13,18,19,-324,-111,-222,-29
15,-4,8,4,1,17,-14,-8,71,287,-48,104
4,-5,15,6,-14,5,-19,1,39,15,-324,81
3,-13,4,19,0,19,-12,-7,156,148,-228,-57
5,3,-14,0,-2,-17,-13,-15,-49,-130,28,238
2,2,20,18,7,-13,-19,0,-24,-26,-202,-260
6,14,13,6,-20,13,20,-5,160,8,-140,139
18,2,-12,20,2,-2,-10,5,16,-26,-224,124
11,-12,14,17,-6,7,-5,-7,-6,161,-169,-21
-3,-10,-13,-7,-12,-9,-19,5,226,-23,289,82
8,-12,-16,0,-20,16,-17,-6,44,200,320,-256
10,3,-20,-17,-17,-16,-3,9,-179,-133,391,167
20,-11,-18,16,-1,3,-17,10,167,-50,-254,106
-7,16,15,-4,-4,16,-5,-15,-52,-352,-40,300
-19,13,-1,16,-2,-14,13,-18,207,32,210,-274
14,4,-19,6,7,2,-6,1,74,32,-169,-32
6,-12,20,-11,-3,12,11,9,-150,-36,-181,141
6,-9,-6,15,4,-13,-11,12,123,-186,-189,258
-15,-20,11,-7,-3,-9,-16,16,365,-185,79,-211
1,-9,15,-11,-4,12,10,9,-94,-69,-170,81
-2,15,3,3,-2,9,-6,0,-86,-18,-24,27
7,6,-10,19,15,3,-12,9,33,75,-378,141
6,-14,-12,7,-4,14,-17,-19,214,350,-71,-301
18,-17,-3,12,13,-19,-18,-1,540,-325,-255,45
5,-15,-2,-1,-20,-7,1,-18,-115,235,39,32
-1,17,-11,-4,-18,13,6,16,120,259,174,-207
-14,2,-10,-6,-13,10,-16,-14,150,-168,226,-16
1,20,-7,-8,20,7,1,8,40,167,-148,-113
-3,5,-15,-4,-20,-19,-8,-4,20,37,332,301
-15,12,11,6,20,17,-4,-10,-348,-375,196,127
-15,11,18,-15,16,8,-12,-9,-372,-219,468,279
-1,-16,7,8,-18,-4,13,15,-190,-236,-22,92
14,4,-9,3,13,-13,-11,-4,138,-198,-150,105
20,-17,17,-10,7,-7,-8,18,276,-446,199,-299
15,15,18,16,-2,17,10,-19,120,-30,124,2
8,10,19,-15,19,-5,-17,5,-18,10,616,-170
15,2,-5,1,-13,-19,4,-16,-187,-317,69,79
19,-4,14,13,5,-4,-2,-8,103,-44,44,-160
-7,-11,-10,-5,-6,-10,-13,16,185,-106,125,20
16,-20,1,-16,-12,-2,17,2,-532,-72,-284,-34
13,-12,-1,-17,16,-14,-2,-9,232,-74,18,167
-4,11,-1,1,5,-11,-20,18,-240,242,-25,29
8,2,-11,12,11,13,10,19,108,142,-1,85
-8,-6,-19,-18,13,-3,-4,-2,-80,36,-175,93
14,-17,-10,10,17,-1,3,-20,187,326,-140,-190
5,10,5,-14,11,8,0,14,55,180,55,-156
-16,-7,-12,15,-2,-8,16,15,-80,23,264,321
-5,-6,-15,-1,-14,-3,-16,-11,166,81,226,56
-7,14,7,16,-17,-15,-2,-7,91,7,-151,-217
-11,-2,4,9,-5,18,-6,-19,67,-160,-74,-99
19,-11,-20,12,3,-3,-19,3,266,-90,-288,96
18,15,-20,14,-6,10,-7,-16,-213,-60,22,-424
-7,1,-8,-10,-17,20,-12,-18,107,-158,256,20
-4,15,2,20,17,10,-1,9,-83,95,14,200
-3,-15,20,-1,4,-2,-3,-5,33,81,83,-35
0,-7,1,-20,3,-20,2,-2,-14,14,-37,20
4,15,6,20,3,11,-7,-11,-93,-121,-122,-154
16,-13,-3,-19,-17,8,-4,15,-220,-67,127,-309
3,-4,12,18,4,20,12,19,-36,-16,264,582
-14,10,19,19,-18,20,-11,1,142,-270,-551,399
2,0,4,19,-6,-9,12,-11,-12,-18,204,-245
-16,0,17,-10,-15,8,16,6,240,-128,-415,76
-4,0,20,-2,11,10,16,9,-44,-40,188,182
